,occ_code,occ_title,occ_group,tot_emp,h_mean,h_median,a_median,year
96,13-1131,Fundraisers,detailed,62720,27.49,25.47,52970,2015
98,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,79780,31.3,29.26,60850,2015
100,13-1151,Training and Development Specialists,detailed,254060,30.03,27.99,58210,2015
102,13-1161,Market Research Analysts and Marketing Specialists,detailed,506420,33.67,29.88,62150,2015
104,13-1199,"Business Operations Specialists, All Other",detailed,926610,35.33,32.77,68170,2015
105,13-2000,Financial Specialists,minor,2607760,37.85,32.57,67740,2015
107,13-2011,Accountants and Auditors,detailed,1226910,36.19,32.3,67190,2015
109,13-2021,Appraisers and Assessors of Real Estate,detailed,60290,28.08,24.93,51860,2015
111,13-2031,Budget Analysts,detailed,56300,36.13,34.42,71590,2015
113,13-2041,Credit Analysts,detailed,70840,38.33,33.5,69680,2015
115,13-2051,Financial Analysts,detailed,268360,45.83,38.61,80310,2015
116,13-2052,Personal Financial Advisors,detailed,197580,56.76,42.86,89160,2015
117,13-2053,Insurance Underwriters,detailed,89960,34.93,31.27,65040,2015
119,13-2061,Financial Examiners,detailed,44200,42.46,37.5,78010,2015
121,13-2071,Credit Counselors,detailed,30510,23.7,21.08,43840,2015
122,13-2072,Loan Officers,detailed,303870,36.14,30.49,63430,2015
124,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,59640,27.54,24.73,51430,2015
125,13-2082,Tax Preparers,detailed,72060,21.5,17.53,36450,2015
127,13-2099,"Financial Specialists, All Other",detailed,127250,34.85,32.05,66670,2015
128,15-0000,Computer and Mathematical Occupations,major,4005250,41.43,39.15,81430,2015
129,15-1100,Computer Occupations,minor,3853860,41.39,39.15,81430,2015
131,15-1111,Computer and Information Research Scientists,detailed,25510,55.57,53.18,110620,2015
133,15-1121,Computer Systems Analysts,detailed,556660,43.36,41.25,85800,2015
134,15-1122,Information Security Analysts,detailed,88880,44.83,43.33,90120,2015
136,15-1131,Computer Programmers,detailed,289420,40.56,38.24,79530,2015
137,15-1132,"Software Developers, Applications",detailed,747730,49.12,47.24,98260,2015
138,15-1133,"Software Developers, Systems Software",detailed,390750,52.29,50.76,105570,2015
139,15-1134,Web Developers,detailed,127070,33.97,31.23,64970,2015
141,15-1141,Database Administrators,detailed,113770,40.51,39.29,81710,2015
142,15-1142,Network and Computer Systems Administrators,detailed,374480,39.52,37.41,77810,2015
143,15-1143,Computer Network Architects,detailed,146600,49.57,48.19,100240,2015
145,15-1151,Computer User Support Specialists,detailed,585060,25.21,23.38,48620,2015
146,15-1152,Computer Network Support Specialists,detailed,184570,32.33,29.93,62250,2015
148,15-1199,"Computer Occupations, All Other",detailed,223370,41.98,40.98,85240,2015
149,15-2000,Mathematical Science Occupations,minor,151380,42.33,39.12,81360,2015
151,15-2011,Actuaries,detailed,19770,53.15,46.67,97070,2015
153,15-2021,Mathematicians,detailed,3170,54.11,53.42,111110,2015
155,15-2031,Operations Research Analysts,detailed,95860,40.47,37.8,78630,2015
157,15-2041,Statisticians,detailed,29870,40.6,38.51,80110,2015
159,15-2091,Mathematical Technicians,detailed,820,25.79,22.4,46600,2015
160,15-2099,"Mathematical Science Occupations, All Other",detailed,1880,37.65,31.83,66210,2015
161,17-0000,Architecture and Engineering Occupations,major,2475390,39.89,36.96,76870,2015
162,17-1000,"Architects, Surveyors, and Cartographers",minor,168660,35.85,33.23,69130,2015
164,17-1011,"Architects, Except Landscape and Naval",detailed,93720,39.83,36.59,76100,2015
165,17-1012,Landscape Architects,detailed,19820,32.98,30.68,63810,2015
167,17-1021,Cartographers and Photogrammetrists,detailed,11970,31.45,29.75,61880,2015
168,17-1022,Surveyors,detailed,43140,29.75,27.89,58020,2015
169,17-2000,Engineers,minor,1610480,45.79,43.3,90060,2015
171,17-2011,Aerospace Engineers,detailed,66980,53.16,51.84,107830,2015
173,17-2021,Agricultural Engineers,detailed,2330,37.73,36.1,75090,2015
175,17-2031,Biomedical Engineers,detailed,20890,43.86,41.45,86220,2015
177,17-2041,Chemical Engineers,detailed,32230,49.98,46.81,97360,2015
179,17-2051,Civil Engineers,detailed,275210,42.28,39.53,82220,2015
181,17-2061,Computer Hardware Engineers,detailed,75870,55.27,53.72,111730,2015
183,17-2071,Electrical Engineers,detailed,178580,46.8,44.71,93010,2015
184,17-2072,"Electronics Engineers, Except Computer",detailed,135390,49.23,47.24,98270,2015
186,17-2081,Environmental Engineers,detailed,52600,42.33,40.65,84560,2015
188,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,24900,42.21,40.68,84600,2015
189,17-2112,Industrial Engineers,detailed,247570,41.82,40.13,83470,2015
191,17-2121,Marine Engineers and Naval Architects,detailed,7600,48.12,44.76,93110,2015
193,17-2131,Materials Engineers,detailed,27040,45.53,43.9,91310,2015
195,17-2141,Mechanical Engineers,detailed,278340,42.4,40.19,83590,2015
197,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,8000,51.87,45.21,94040,2015
199,17-2161,Nuclear Engineers,detailed,16880,50.99,49.49,102950,2015
201,17-2171,Petroleum Engineers,detailed,34600,71.92,62.49,129990,2015
203,17-2199,"Engineers, All Other",detailed,125460,47.19,46.11,95900,2015
204,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,696250,27.24,26.03,54140,2015
206,17-3011,Architectural and Civil Drafters,detailed,95280,25.71,24.38,50710,2015
207,17-3012,Electrical and Electronics Drafters,detailed,29200,30.24,28.62,59520,2015
208,17-3013,Mechanical Drafters,detailed,65250,27.22,25.73,53520,2015
209,17-3019,"Drafters, All Other",detailed,15470,25.8,23.87,49650,2015
211,17-3021,Aerospace Engineering and Operations Technicians,detailed,12890,32.99,31.82,66180,2015
212,17-3022,Civil Engineering Technicians,detailed,71440,24.68,23.68,49260,2015
213,17-3023,Electrical and Electronics Engineering Technicians,detailed,139080,29.74,29.39,61130,2015
214,17-3024,Electro-Mechanical Technicians,detailed,14720,27.08,25.65,53340,2015
215,17-3025,Environmental Engineering Technicians,detailed,17360,24.6,23.39,48650,2015
216,17-3026,Industrial Engineering Technicians,detailed,62290,27.08,25.86,53780,2015
217,17-3027,Mechanical Engineering Technicians,detailed,48910,27.11,25.92,53910,2015
218,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,70750,30.2,29.45,61260,2015
220,17-3031,Surveying and Mapping Technicians,detailed,53620,21.54,20.2,42010,2015
221,19-0000,"Life, Physical, and Social Science Occupations",major,1146110,34.24,29.88,62160,2015
222,19-1000,Life Scientists,minor,281440,39.39,34.66,72090,2015
224,19-1011,Animal Scientists,detailed,2430,34.53,29.03,60390,2015
225,19-1012,Food Scientists and Technologists,detailed,14660,34.63,31.65,65840,2015
226,19-1013,Soil and Plant Scientists,detailed,14610,31.72,28.87,60050,2015
228,19-1021,Biochemists and Biophysicists,detailed,30800,44.9,39.5,82150,2015
229,19-1022,Microbiologists,detailed,21210,36.65,32.47,67550,2015
230,19-1023,Zoologists and Wildlife Biologists,detailed,17910,30.88,28.69,59680,2015
231,19-1029,"Biological Scientists, All Other",detailed,32050,37.11,36.13,75150,2015
233,19-1031,Conservation Scientists,detailed,20200,30.67,29.38,61110,2015
234,19-1032,Foresters,detailed,8590,29.16,28,58230,2015
236,19-1041,Epidemiologists,detailed,5460,36.97,33.39,69450,2015
237,19-1042,"Medical Scientists, Except Epidemiologists",detailed,104440,45.06,39.54,82240,2015
239,19-1099,"Life Scientists, All Other",detailed,9070,38.4,33.92,70550,2015
240,19-2000,Physical Scientists,minor,266060,40.95,36.61,76140,2015
242,19-2011,Astronomers,detailed,1760,52.99,50.05,104100,2015
243,19-2012,Physicists,detailed,15650,56.97,53.65,111580,2015
245,19-2021,Atmospheric and Space Scientists,detailed,10370,43.37,43.18,89820,2015
247,19-2031,Chemists,detailed,84720,37.43,34.26,71260,2015
248,19-2032,Materials Scientists,detailed,6790,45.64,43.75,91000,2015
250,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,87250,35.55,32.43,67460,2015
251,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,31800,50.83,43.13,89700,2015
252,19-2043,Hydrologists,detailed,6580,40.11,38.24,79550,2015
254,19-2099,"Physical Scientists, All Other",detailed,21130,47.23,46.7,97130,2015
255,19-3000,Social Scientists and Related Workers,minor,239170,37.75,34.89,72570,2015
257,19-3011,Economists,detailed,19090,52.51,47.68,99180,2015
259,19-3022,Survey Researchers,detailed,13650,28.53,25.92,53920,2015
261,19-3031,"Clinical, Counseling, and School Psychologists",detailed,105600,36.56,33.93,70580,2015
262,19-3032,Industrial-Organizational Psychologists,detailed,990,44.38,37.19,77350,2015
263,19-3039,"Psychologists, All Other",detailed,12400,44.73,45.47,94590,2015
265,19-3041,Sociologists,detailed,2620,39.47,35.46,73760,2015
267,19-3051,Urban and Regional Planners,detailed,35480,33.98,32.8,68220,2015
269,19-3091,Anthropologists and Archeologists,detailed,6980,30.91,29.43,61220,2015
270,19-3092,Geographers,detailed,1280,36.02,35.7,74260,2015
271,19-3093,Historians,detailed,3010,29.38,26.83,55800,2015
272,19-3094,Political Scientists,detailed,3910,49.62,47.95,99730,2015
273,19-3099,"Social Scientists and Related Workers, All Other",detailed,34160,38.78,36.72,76380,2015
274,19-4000,"Life, Physical, and Social Science Technicians",minor,359440,22.9,20.91,43490,2015
276,19-4011,Agricultural and Food Science Technicians,detailed,20260,18.75,17.54,36480,2015
278,19-4021,Biological Technicians,detailed,72900,21.75,20.02,41650,2015
280,19-4031,Chemical Technicians,detailed,64770,23.43,21.47,44660,2015
282,19-4041,Geological and Petroleum Technicians,detailed,16820,29.19,26.73,55610,2015
284,19-4051,Nuclear Technicians,detailed,6500,37.91,38.59,80260,2015
286,19-4061,Social Science Research Assistants,detailed,28060,22,20.42,42480,2015
288,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,34250,22.38,20.69,43030,2015
289,19-4092,Forensic Science Technicians,detailed,14070,28.89,27.08,56320,2015
290,19-4093,Forest and Conservation Technicians,detailed,29810,18.4,17.04,35430,2015
291,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,72020,23.25,21.78,45300,2015
292,21-0000,Community and Social Service Occupations,major,1972140,22.19,20.2,42010,2015
293,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,1895770,22.2,20.21,42030,2015
295,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,87090,20.64,19.22,39980,2015
296,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,253460,27.16,25.8,53660,2015
297,21-1013,Marriage and Family Therapists,detailed,32070,25.73,23.37,48600,2015
298,21-1014,Mental Health Counselors,detailed,128200,21.67,20.13,41880,2015
299,21-1015,Rehabilitation Counselors,detailed,101630,18.29,16.54,34390,2015
300,21-1019,"Counselors, All Other",detailed,26370,23.05,21.89,45530,2015
302,21-1021,"Child, Family, and School Social Workers",detailed,294080,22.41,20.36,42350,2015
303,21-1022,Healthcare Social Workers,detailed,155590,25.97,25.18,52380,2015
304,21-1023,Mental Health and Substance Abuse Social Workers,detailed,110070,22.69,20.28,42170,2015
305,21-1029,"Social Workers, All Other",detailed,59570,27.87,28.15,58560,2015
307,21-1091,Health Educators,detailed,57570,27.26,24.98,51960,2015
308,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,87950,26,23.73,49360,2015
309,21-1093,Social and Human Service Assistants,detailed,359350,15.96,14.82,30830,2015
310,21-1094,Community Health Workers,detailed,48130,19.3,17.45,36300,2015
311,21-1099,"Community and Social Service Specialists, All Other",detailed,94670,21.33,20.14,41890,2015
312,21-2000,Religious Workers,minor,76370,22.12,19.98,41550,2015
314,21-2011,Clergy,detailed,48250,23.15,21.27,44250,2015
316,21-2021,"Directors, Religious Activities and Education",detailed,20280,21.71,18.65,38780,2015
318,21-2099,"Religious Workers, All Other",detailed,7840,16.9,13.82,28750,2015
319,23-0000,Legal Occupations,major,1062370,49.74,37.58,78170,2015
320,23-1000,"Lawyers, Judges, and Related Workers",minor,672580,63.64,54.39,113120,2015
322,23-1011,Lawyers,detailed,609930,65.51,55.69,115820,2015
323,23-1012,Judicial Law Clerks,detailed,12660,28.81,24.39,50740,2015
325,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14590,44.78,43.56,90600,2015
326,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,6380,33.2,27.89,58020,2015
327,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,29020,55.82,61.03,126930,2015
328,23-2000,Legal Support Workers,minor,389790,25.75,23.4,48680,2015
330,23-2011,Paralegals and Legal Assistants,detailed,271930,25.19,23.47,48810,2015
332,23-2091,Court Reporters,detailed,17670,26.31,23.8,49500,2015
333,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,54620,23.96,21.33,44370,2015
334,23-2099,"Legal Support Workers, All Other",detailed,45570,31.02,25.92,53920,2015
335,25-0000,"Education, Training, and Library Occupations",major,8542670,25.48,22.7,47220,2015
336,25-1000,Postsecondary Teachers,minor,1531350,*,*,64450,2015
338,25-1011,"Business Teachers, Postsecondary",detailed,84890,*,*,75370,2015
340,25-1021,"Computer Science Teachers, Postsecondary",detailed,33760,*,*,74840,2015
341,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,53850,*,*,67170,2015
343,25-1031,"Architecture Teachers, Postsecondary",detailed,7340,*,*,73920,2015
344,25-1032,"Engineering Teachers, Postsecondary",detailed,37270,*,*,95060,2015
346,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,9680,*,*,90780,2015
347,25-1042,"Biological Science Teachers, Postsecondary",detailed,51640,*,*,75320,2015
348,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,1660,*,*,88270,2015
350,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,10890,*,*,83150,2015
351,25-1052,"Chemistry Teachers, Postsecondary",detailed,21460,*,*,75060,2015
352,25-1053,"Environmental Science Teachers, Postsecondary",detailed,5540,*,*,78770,2015
353,25-1054,"Physics Teachers, Postsecondary",detailed,14310,*,*,82840,2015
355,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,6000,*,*,77650,2015
356,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,9240,*,*,72300,2015
357,25-1063,"Economics Teachers, Postsecondary",detailed,13580,*,*,94000,2015
358,25-1064,"Geography Teachers, Postsecondary",detailed,4350,*,*,75400,2015
359,25-1065,"Political Science Teachers, Postsecondary",detailed,17460,*,*,76370,2015
360,25-1066,"Psychology Teachers, Postsecondary",detailed,38380,*,*,70260,2015
361,25-1067,"Sociology Teachers, Postsecondary",detailed,16160,*,*,69230,2015
362,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,11250,*,*,67490,2015
364,25-1071,"Health Specialties Teachers, Postsecondary",detailed,178900,*,*,90840,2015
365,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,57390,*,*,67480,2015
367,25-1081,"Education Teachers, Postsecondary",detailed,60260,*,*,61560,2015
368,25-1082,"Library Science Teachers, Postsecondary",detailed,4910,*,*,67660,2015
370,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,14560,*,*,58770,2015
371,25-1112,"Law Teachers, Postsecondary",detailed,16430,*,*,105250,2015
372,25-1113,"Social Work Teachers, Postsecondary",detailed,11740,*,*,63390,2015
374,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,98310,*,*,65340,2015
375,25-1122,"Communications Teachers, Postsecondary",detailed,29050,*,*,63410,2015
376,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,75730,*,*,61990,2015
377,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,30120,*,*,61380,2015
378,25-1125,"History Teachers, Postsecondary",detailed,23680,*,*,69400,2015
379,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,23820,*,*,66380,2015
381,25-1191,Graduate Teaching Assistants,detailed,125100,*,*,30810,2015
382,25-1192,"Home Economics Teachers, Postsecondary",detailed,3650,*,*,64950,2015
383,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,17980,*,*,59280,2015
384,25-1194,"Vocational Education Teachers, Postsecondary",detailed,119800,26.09,23.79,49470,2015
385,25-1199,"Postsecondary Teachers, All Other",detailed,191220,*,*,63000,2015
386,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,4080100,*,*,53860,2015
388,25-2011,"Preschool Teachers, Except Special Education",detailed,370190,15.62,13.74,28570,2015
389,25-2012,"Kindergarten Teachers, Except Special Education",detailed,158150,*,*,51640,2015
391,25-2021,"Elementary School Teachers, Except Special Education",detailed,1381430,*,*,54890,2015
392,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,632760,*,*,55860,2015
393,25-2023,"Career/Technical Education Teachers, Middle School",detailed,13090,*,*,55190,2015
395,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,962820,*,*,57200,2015
396,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,77430,*,*,56130,2015
